,dr_id,question_1,question_2,label,question_1_processed,question_2_processed,len_question_1,len_question_2,text_len_question_1,text_len_question_2,rus_question_1,rus_question_2
194,2,Does vitamin D come in shot form?,"Can I take vitamin D shots instead of pills? It does come in injectable form, right?",1,vitamin shot form,take vitamin shot instead pill injectable form right,33,84,17,52,А витамин D получается в виде выстрела?,Можно мне сделать витамин D вместо таблеток?
195,2,Does vitamin D come in shot form?,"I have been experiencing some back pain recently, do I need to start Vitamin D supplementation?",0,vitamin shot form,experience back pain recently need start vitamin supplementation,33,95,17,64,А витамин D получается в виде выстрела?,"Я недавно испытывал боль в спине, нужно ли мне начать добавку витамина D?"
196,2,"Ejection fraction of gb very low. Diet stripped down to lean meats, fruits, vegs. Reflux in throat that is constant yet varies in intensity. Related?","Are a low ejection fraction, gastric reflux and a diet of lean meats, fruits and veggies related in some way?",1,ejection fraction gb low diet strip lean meat fruit vegs reflux throat constant yet varies intensity relate,low ejection fraction gastric reflux diet lean meat fruit veggie related way,149,109,107,76,"Доля всасывания гб очень мала, диета раздета до постного мяса, фруктов, овощов, рефлюкс в горле, который является постоянным, но варьируется по интенсивности.","Связаны ли каким-либо образом низкая доля выброса, желудочно-ресфлюксная рефлюксация и диета постного мяса, фруктов и овощей?"
197,2,"Ejection fraction of gb very low. Diet stripped down to lean meats, fruits, vegs. Reflux in throat that is constant yet varies in intensity. Related?",How can I overcome gastric reflux and a low GB Ejaction fraction? Do I need to see a doctor?,0,ejection fraction gb low diet strip lean meat fruit vegs reflux throat constant yet varies intensity relate,overcome gastric reflux low gb ejaction fraction need see doctor,149,92,107,64,"Доля всасывания гб очень мала, диета раздета до постного мяса, фруктов, овощов, рефлюкс в горле, который является постоянным, но варьируется по интенсивности.",Как я могу преодолеть желудочно-ресфлюкс и низкую долю GB Эджакция?
198,2,Female.Mom is 150cm and dad is 156cm.I was wondering if i can be at least 160-165cm tall?,Are there any medications I can take to increase my height?,0,female mom dad wonder least 160-165cm tall,medication take increase height,89,59,42,31,"Мама 150 см, а папа 156 см. Я хотел спросить, могу ли я быть как минимум 160-165 см ростом?","Есть ли какие-нибудь лекарства, которые я могу принять, чтобы увеличить свой рост?"
199,2,Female.Mom is 150cm and dad is 156cm.I was wondering if i can be at least 160-165cm tall?,Can I be taller than my parents?,1,female mom dad wonder least 160-165cm tall,taller parent,89,32,42,13,"Мама 150 см, а папа 156 см. Я хотел спросить, могу ли я быть как минимум 160-165 см ростом?",Могу я быть выше родителей?
200,2,"Got high level of hb & doctor advised me to repeat the fbc test in april2014 again.Now i got 17.6% hemoglobin level wht food u recommend, names plz?","I recently got tested and found out, that I have a HB of 17.6%, what foods woud you recommend for me?",1,got high level hb doctor advise repeat fbc test get 17 6 hemoglobin level wht food u recommend name plz,recently get test find hb 17 6 food woud recommend,148,101,103,50,"Получил высокий уровень Hb и доктора посоветовал мне повторить тест FBC снова в april2014. Теперь у меня 17,6% гемоглобина уровень вт еды u рекомендуем, имена plz?","Недавно я получил тест и узнал, что у меня HB 17,6%, какие продукты вы мне порекомендуете?"
201,2,"Got high level of hb & doctor advised me to repeat the fbc test in april2014 again.Now i got 17.6% hemoglobin level wht food u recommend, names plz?",Is 17.6% Hb too high? Should I see a doctor?,0,got high level hb doctor advise repeat fbc test get 17 6 hemoglobin level wht food u recommend name plz,17 6 hb high see doctor,148,44,103,23,"Получил высокий уровень Hb и доктора посоветовал мне повторить тест FBC снова в april2014. Теперь у меня 17,6% гемоглобина уровень вт еды u рекомендуем, имена plz?","Слишком высоко 17,6 % Hb?"
202,2,"Got period after 4mo and it lasted 11 days,which never happens.I've been experiencing dull uncomfortable on/off pain by my uterus.What could it be?","I missed my period for 4 months and now have very heavy bleeding, is that normal?",0,get period last 11 day never happen experience dull uncomfortable pain uterus could,missed period 4 month heavy bleeding normal,147,81,83,43,"У меня был период после 4-ти минут, и он длился 11 дней, чего никогда не было. Я испытывал скучное неловкое чувство боли от моей матки. Что это могло быть?","Я пропустил месячные 4 месяца, а теперь у меня сильное кровотечение, это нормально?"
203,2,"Got period after 4mo and it lasted 11 days,which never happens.I've been experiencing dull uncomfortable on/off pain by my uterus.What could it be?","I've missed my period for 4 months now and have some dull pain in lower abdominal region, any idea what's happening?",1,get period last 11 day never happen experience dull uncomfortable pain uterus could,missed period 4 month dull pain lower abdominal region idea happen,147,116,83,66,"У меня был период после 4-ти минут, и он длился 11 дней, чего никогда не было. Я испытывал скучное неловкое чувство боли от моей матки. Что это могло быть?","Я пропустил месячные уже 4 месяца, и у меня скучная боль в нижней части брюшной полости, есть идеи, что происходит?"
204,2,Have an itchy rash after 4 days of biaxin (clarithromycin). Have taken this before and was fine. Should i continue it?,"I think I might have developed an allergic reaction to biaxin (clarithromycin), should I stop taking it?",1,itchy rash 4 day biaxin clarithromycin take fine continue,think might develop allergic reaction biaxin clarithromycin stop taking,118,104,57,71,Попробуй чешется после 4 дней биаксина (кларитромицина).,"Думаю, у меня появилась аллергическая реакция на биаксин (кларитромицин), я должен прекратить его принимать?"
205,2,Have an itchy rash after 4 days of biaxin (clarithromycin). Have taken this before and was fine. Should i continue it?,What are the uses of Clarithromycin?,0,itchy rash 4 day biaxin clarithromycin take fine continue,us clarithromycin,118,36,57,17,Попробуй чешется после 4 дней биаксина (кларитромицина).,Какая польза от Кларитромицина?
206,2,Have had hard cysts on my scalp for quite very long now. They grew from 1 to about 8 to 9 now. Out of which 3 have grown a little large. They are painless but is uncomfortable while brushing my hair. Although that is not my main concern. Have been treated,I feel like I have a cyst in my head. Could it be cancer?,0,hard cyst scalp quite long grow 1 8 9 3 grown little large painless uncomfortable brush hair although main concern treat,feel like cyst head could cancer,255,57,120,32,"Уже очень долгое время у меня на скальпе были сильные кисты. Они выросли с 1 до 8 до 9. Из них 3 выросли немного больше. Они безболезненно, но неловко при чистке волос. Хотя это не моя главная забота.","Я чувствую, что у меня в голове киста."
207,2,Have had hard cysts on my scalp for quite very long now. They grew from 1 to about 8 to 9 now. Out of which 3 have grown a little large. They are painless but is uncomfortable while brushing my hair. Although that is not my main concern. Have been treated,"I have a few small to large hard cysts on my scalp for a year now, they do not cause pain but are a bit uncomfortable, do I need to get them removed?",1,hard cyst scalp quite long grow 1 8 9 3 grown little large painless uncomfortable brush hair although main concern treat,small large hard cyst scalp year cause pain bit uncomfortable need get remove,255,149,120,77,"Уже очень долгое время у меня на скальпе были сильные кисты. Они выросли с 1 до 8 до 9. Из них 3 выросли немного больше. Они безболезненно, но неловко при чистке волос. Хотя это не моя главная забота.","У меня есть несколько маленьких и больших кист на скальпе в течение года, они не вызывают боли, но немного некомфортны, нужно ли их удалить?"
208,2,Havent had my period sn a year I was using herion and I had gotten myself help now I wondering when will I start my period?,"I haven't had my period in a year, what's happening? I know for a fact, I am not pregnant. ",0,havent period sn year use herion gotten help wonder start period,period year happen know fact pregnant,123,91,64,37,"У меня не было месячных в год, когда я использовал селедку, и я получил помощь, и теперь мне интересно, когда я начну свои месячные?","У меня не было месячных уже год, что происходит?"
209,2,Havent had my period sn a year I was using herion and I had gotten myself help now I wondering when will I start my period?,"I was a drug addict, but now undergoing treatment. My issue is that I haven't got a period in almost a year. Could it be due to the drugs?",1,havent period sn year use herion gotten help wonder start period,drug addict undergo treatment issue get period almost year could due drug,123,138,64,73,"У меня не было месячных в год, когда я использовал селедку, и я получил помощь, и теперь мне интересно, когда я начну свои месячные?","Я был наркоманом, но сейчас я лечусь."
210,2,Have pain up and down left leg and left foot. I've been keeping it elevated all day. I hope its not a blood clot. I also took three Bayer aspirins.?,I was diagnosed with a blood clot in the leg recently... What precautions should I be taking for the same? And how can I prevent it in the future?,0,pain leave leg leave foot keep elevated day hope blood clot take three bayer aspirin,diagnose blood clot leg recently precaution take prevent future,148,146,84,63,"Боль вверх и вниз по левой ноге и по левой ноге, я держал ее выше весь день, надеюсь, это не тромб, я также взял три аспирин Байера.",Мне недавно поставили диагноз сгусток крови в ноге... какие меры предосторожности я должен принимать для этого?
211,2,Have pain up and down left leg and left foot. I've been keeping it elevated all day. I hope its not a blood clot. I also took three Bayer aspirins.?,What does a blood clot in the leg present as. Should I be taking some aspirin already if I have leg pain?,1,pain leave leg leave foot keep elevated day hope blood clot take three bayer aspirin,blood clot leg present take aspirin already leg pain,148,105,84,52,"Боль вверх и вниз по левой ноге и по левой ноге, я держал ее выше весь день, надеюсь, это не тромб, я также взял три аспирин Байера.","Как сгущается кровь в ноге, если у меня болит нога?"
212,2,"Having a blood test for neurological reasons, can it detect pregnancy?",Can pregnancy be detected by a routine blood exam or is there a more specific blood test for it?,1,blood test neurological reason detect pregnancy,pregnancy detect routine blood exam specific blood test,70,96,47,55,"Провести анализ крови по неврологическим причинам, может ли он обнаружить беременность?",Может ли беременность быть обнаружена в ходе обычного обследования крови или же для этого требуется более конкретный анализ крови?
213,2,"Having a blood test for neurological reasons, can it detect pregnancy?",How can I check at home if I am pregnant or not?,0,blood test neurological reason detect pregnancy,check home pregnant,70,48,47,19,"Провести анализ крови по неврологическим причинам, может ли он обнаружить беременность?","Как я могу проверить дома, беременна я или нет?"
214,2,Hello I am using neutrogena from 15 days ..Acne is not leaving what should I do?,Is Aloe vera beneficial for acne?,0,hello use neutrogena 15 day acne leave,aloe vera beneficial acne,80,33,38,25,"Здравствуйте, я использую нейтрогену с 15 дней..Акне не покидает, что мне делать?",Алои Вера полезна для прыщей?
215,2,Hello I am using neutrogena from 15 days ..Acne is not leaving what should I do?,Is neutrogena actually helpful for acne?,1,hello use neutrogena 15 day acne leave,neutrogena actually helpful acne,80,40,38,32,"Здравствуйте, я использую нейтрогену с 15 дней..Акне не покидает, что мне делать?",Нейтрогена действительно помогает для прыщей?
216,2,Hello I have back spasms that flare up every now and then. I've done heat and ice rotate. Tried naproxen looked at my diet and take vitamins?,I have been having intense back spasms and none of the basic measures are helping. What should I do?,1,hello back spasms flare every do heat ice rotate try naproxen look diet take vitamin,intense back spasms none basic measure help,141,100,84,43,"Здравствуйте, у меня есть спазмы, которые время от времени вспыхивают.","У меня были сильные спазмы, и ни одна из основных мер не помогает."
217,2,Hello I have back spasms that flare up every now and then. I've done heat and ice rotate. Tried naproxen looked at my diet and take vitamins?,I have been having intense back spasms. Could it be a herniated disc?,0,hello back spasms flare every do heat ice rotate try naproxen look diet take vitamin,intense back spasm could herniated disc,141,69,84,39,"Здравствуйте, у меня есть спазмы, которые время от времени вспыхивают.",У меня были сильные спазмы спины.
218,2,Hey so I just had strep throat and should I wash all my sheets like are they contagious to my family if they use the same blanket I used when I was sick.,"Does a strep throat bacteria linger in your towels, bedding etc and can they infect other people around you?",1,hey strep throat wash sheet like contagious family use blanket use sick,strep throat bacteria linger towel bed etc infect people around,153,108,71,63,"У меня только что было стрептокое горло, и я должен помыть все простыни, как они заразны для моей семьи, если они используют то же одеяло, которое я использовал, когда был болен.","Задерживаются ли в полотенцах, постельных и т.д. бактерии с стрептокой горла, и могут ли они заразить других людей вокруг тебя?"
219,2,Hey so I just had strep throat and should I wash all my sheets like are they contagious to my family if they use the same blanket I used when I was sick.,How is Strep throat diagnosed? Do I need to see a doctor for it?,0,hey strep throat wash sheet like contagious family use blanket use sick,strep throat diagnose need see doctor,153,64,71,37,"У меня только что было стрептокое горло, и я должен помыть все простыни, как они заразны для моей семьи, если они используют то же одеяло, которое я использовал, когда был болен.",Как у Стрепа диагностируется горло?
220,2,Hi dr I am 33 of age  mamarried have 3 kids my height is 173 CM my weight is 100 pounds. My normal wweight according to age must be 75 how to get it .,How to loose weight fast after child birth?,0,hi dr 33 age mamarried 3 kid height 173 cm weight 100 pound normal wweight accord age must 75 get,loose weight fast child birth,150,43,97,29,"Привет, мне 33 года, когда я женился, у меня трое детей, мой рост 173 см, мой вес - 100 фунтов, мой нормальный вес в зависимости от возраста должен быть 75, как его получить.",Как быстро сбросить вес после рождения ребенка?
221,2,Hi dr I am 33 of age  mamarried have 3 kids my height is 173 CM my weight is 100 pounds. My normal wweight according to age must be 75 how to get it .,What is the ideal weight for a 33 year old woman?,1,hi dr 33 age mamarried 3 kid height 173 cm weight 100 pound normal wweight accord age must 75 get,ideal weight 33 year old woman,150,49,97,30,"Привет, мне 33 года, когда я женился, у меня трое детей, мой рост 173 см, мой вес - 100 фунтов, мой нормальный вес в зависимости от возраста должен быть 75, как его получить.",Каков идеальный вес для 33-летней женщины?
222,2,How accurate are the diabetic blood tests that test your 3 month blood sugars?,Is HBA1c a very accurate test?,1,accurate diabetic blood test test 3 month blood sugar,accurate test,78,30,53,13,"Насколько точными являются тесты на диабетическую кровь, которые проверяют ваш трехмесячный сахар в крови?",Является ли HBA1c очень точным испытанием?
223,2,How accurate are the diabetic blood tests that test your 3 month blood sugars?,What all tests do you need if you suspect you have diabetes?,0,accurate diabetic blood test test 3 month blood sugar,test need suspect diabetes,78,60,53,26,"Насколько точными являются тесты на диабетическую кровь, которые проверяют ваш трехмесячный сахар в крови?","Какие тесты вам нужны, если вы подозреваете, что у вас диабет?"
224,2,How can a person know if they have chronic fatigue syndrome?,What are the symptyoms of A chronic fatigue syndrome?,1,person know chronic fatigue syndrome,symptyoms chronic fatigue syndrome,60,53,36,34,"Как человек может знать, имеет ли он хронический синдром усталости?",Что такое симптомы синдрома хронической усталости?
225,2,How can a person know if they have chronic fatigue syndrome?,What is the treatment of chronic fatigue syndrome?,0,person know chronic fatigue syndrome,treatment chronic fatigue syndrome,60,50,36,34,"Как человек может знать, имеет ли он хронический синдром усталости?",Каково лечение синдрома хронической усталости?
226,2,How can a pregnant woman on bedrest avoid atrophy and blood clots?,"I have been advised complete bed rest by my Obgyn, I am 23 weeks pregnant. How can I prevent atrophy and blood clots?",1,pregnant woman bedrest avoid atrophy blood clot,advise complete bed rest obgyn 23 week pregnant prevent atrophy blood clot,66,117,47,74,Как беременная женщина на постели может избежать атрофии и тромбов?,"Мне посоветовали отдохнуть в постели от моего Обгина, я на 23 недели беременна."
227,2,How can a pregnant woman on bedrest avoid atrophy and blood clots?,"Is it common for a pregnant woman on bedrest to have atrophy and blood clots, does everyone get them?",0,pregnant woman bedrest avoid atrophy blood clot,common pregnant woman bedrest atrophy blood clot everyone get,66,101,47,61,Как беременная женщина на постели может избежать атрофии и тромбов?,"А у беременной женщины на постели обычно бывают атрофии и тромбы, все их получают?"
228,2,How can I get myself to have normal daily bowel movements when i'm constipated and haven't had a normal bm in almost a month?,Is constipation bad? I mean can it damage other body parts or cause any long term harm to me?,0,get normal daily bowel movement constipate normal bm almost month,constipation bad mean damage body part cause long term harm,125,93,65,59,"Как я могу нормально вести себя, когда у меня запор и я почти месяц не пил нормальный брюшной кишечник?","Я имею в виду, может ли она повредить другие части тела или причинить мне какой-либо долговременный вред?"
229,2,How can I get myself to have normal daily bowel movements when i'm constipated and haven't had a normal bm in almost a month?,"I've been struggling with constipation for almost a month now, can you help with a treatment plan for the same? It is quite bothersome, honestly ;(",1,get normal daily bowel movement constipate normal bm almost month,struggle constipation almost month help treatment plan quite bothersome honestly,125,147,65,80,"Как я могу нормально вести себя, когда у меня запор и я почти месяц не пил нормальный брюшной кишечник?","Я уже почти месяц борюсь с запором, не могли бы вы помочь с планом лечения?"
230,2,How can I get rid of ths pain in my leg?,Is pain in the leg a sign of a blood clot?,0,get rid th pain leg,pain leg sign blood clot,40,42,19,24,Как мне избавиться от боли в ноге?,Боль в ноге - признак тромба?
231,2,How can I get rid of ths pain in my leg?,"I started having this random pain in my leg, what should I do?",1,get rid th pain leg,start random pain leg,40,62,19,21,Как мне избавиться от боли в ноге?,"У меня началась случайная боль в ноге, что мне делать?"
232,2,How can  you heal chronic knee bursitis?,How is chronic knee bursitis diagnosed? Is MRI always needed?,0,heal chronic knee bursitis,chronic knee bursitis diagnose mri always need,40,61,26,46,Как можно исцелить хронический позвонок?,Как диагностируется хронический бурсит колена?
233,2,How can  you heal chronic knee bursitis?,What are the treatment options available for chronic knee bursitis?,1,heal chronic knee bursitis,treatment option available chronic knee bursitis,40,67,26,48,Как можно исцелить хронический позвонок?,Каковы варианты лечения хронического бурсита колена?
234,2,How common is it for somebody to get cubital tunnel syndrome?,How can you treat a cubital tunnel syndrome?,0,common somebody get cubital tunnel syndrome,treat cubital tunnel syndrome,61,44,43,29,Насколько часто кто-то получает синдром кубического туннеля?,Как можно лечить синдром кубического туннеля?
235,2,How common is it for somebody to get cubital tunnel syndrome?,Is cubital tunnel syndrome very common in young females?,1,common somebody get cubital tunnel syndrome,cubital tunnel syndrome common young female,61,56,43,43,Насколько часто кто-то получает синдром кубического туннеля?,Синдром кубического туннеля часто встречается у молодых самок?
236,2,How does a doughnut get broken down in the digestive system if it has essentially no nutrients?,Can you walk me through the process of digestion of a doughnut in the human body?,1,doughnut get break digestive system essentially nutrient,walk process digestion doughnut human body,95,81,56,42,"Как пончик может быть сломан в пищеварительной системе, если он по существу не содержит питательных веществ?",Ты можешь провести меня через процесс пищеварения пончика в человеческом теле?
237,2,How does a doughnut get broken down in the digestive system if it has essentially no nutrients?,Do doughnuts have any nutrient value or are they pure junk?,0,doughnut get break digestive system essentially nutrient,doughnut nutrient value pure junk,95,59,56,33,"Как пончик может быть сломан в пищеварительной системе, если он по существу не содержит питательных веществ?","У пончиков есть хоть какое-то биогенное значение, или они чистая хлама?"
238,2,How do u know the days u ovulate if your period changes every month and how do I increase my chances of becomming pregnant?,How can one track one's ovulation with irregular periods?,1,u know day u ovulate period change every month increase chance becomming pregnant,one track one ovulation irregular period,123,57,81,40,"Откуда ты знаешь дни, когда ты овуляешь, если твои месячные меняются, и как мне увеличить мои шансы на беременность?",Как можно отследить овуляцию с нерегулярными периодами?
239,2,How do u know the days u ovulate if your period changes every month and how do I increase my chances of becomming pregnant?,How do I increase my chnaces of getting pregnant?,0,u know day u ovulate period change every month increase chance becomming pregnant,increase chnaces get pregnant,123,49,81,29,"Откуда ты знаешь дни, когда ты овуляешь, если твои месячные меняются, и как мне увеличить мои шансы на беременность?",Как мне увеличить свои хныкания о беременности?
240,2,How effective are punctal plugs for treating dry eyes after lasik? I am close to 1 year post op and artficial tears aren't helping.,Do punctal plugs have an increased benefit over artificial tears for treating dry eyes after Lasik?,1,effective punctal plug treat dry eye lasik close 1 year post op artficial tear help,punctal plug increase benefit artificial tear treat dry eye lasik,131,99,83,65,Насколько эффективны пунктальные свечи для лечения сухих глаз после лазика?,"Есть ли у пунктальных стержней больше преимуществ, чем у искусственных слез, за то, что они лечат сухие глаза после Ласика?"
241,2,How effective are punctal plugs for treating dry eyes after lasik? I am close to 1 year post op and artficial tears aren't helping.,What are the complications of the Lasik procedure?,0,effective punctal plug treat dry eye lasik close 1 year post op artficial tear help,complication lasik procedure,131,50,83,28,Насколько эффективны пунктальные свечи для лечения сухих глаз после лазика?,Каковы осложнения процедуры Ласика?
242,2,How long would a person with cancer live?,Is Cancer curable?,0,long would person cancer live,cancer curable,41,18,29,14,Как долго будет жить человек с раком?,Рак излечим?
243,2,How long would a person with cancer live?,What is the average life span of a person after a diagnosis of cancer?,1,long would person cancer live,average life span person diagnosis cancer,41,70,29,41,Как долго будет жить человек с раком?,Какова средняя продолжительность жизни человека после диагноза рака?
244,2,How many molds of my teeth would the ortodontist get before I receive braces?,How does one decide if one needs braces or not? Should everyone just get them?,0,many mold teeth would ortodontist get receive brace,one decide one need brace everyone get,77,78,51,38,"Сколько плесеней моих зубов попадет ортодонтисту, прежде чем я получу брекеты?","Как решить, нужны ли брекеты или нет?"
245,2,How many molds of my teeth would the ortodontist get before I receive braces?,Will the dentist take many moulds of the teeth before I actually get the braces? I hate getting moulds done...,1,many mold teeth would ortodontist get receive brace,dentist take many mould teeth actually get brace hate get mould do,77,110,51,66,"Сколько плесеней моих зубов попадет ортодонтисту, прежде чем я получу брекеты?","Дантист возьмет много форм зубов, прежде чем я получу брекеты?"
246,2,HSV 1+2 Serum test resut- 1.77 & HSV Type 1+2 PCR DNA result NegativeH. Can't understand the difference between two results.,"How is HSV tested for, if an infection is suspected?",0,hsv 1 2 serum test resut- 1 77 hsv type 1 2 pcr dna result negativeh understand difference two result,hsv test infection suspect,124,52,101,26,HSV 1+2 Тест на серум resut- 1.77 & HSV Type 1+2 дает результат ДНК PCR NegoH. Не могу понять разницу между двумя результатами.,"Как проверяется HSV, если имеется подозрение на инфекцию?"
247,2,HSV 1+2 Serum test resut- 1.77 & HSV Type 1+2 PCR DNA result NegativeH. Can't understand the difference between two results.,"HSV 1+2 Serum test resut- 1.77 & HSV Type 1+2 PCR DNA result Negative, do these two values mean the same thing?",1,hsv 1 2 serum test resut- 1 77 hsv type 1 2 pcr dna result negativeh understand difference two result,hsv 1 2 serum test resut- 1 77 hsv type 1 2 pcr dna result negative two value mean thing,124,111,101,88,HSV 1+2 Тест на серум resut- 1.77 & HSV Type 1+2 дает результат ДНК PCR NegoH. Не могу понять разницу между двумя результатами.,"Отрицательный результат анализа ДНК PCV 1+2 теста на серум resut- 1,77 & HSV Type 1+2, означают ли эти два значения одно и то же?"
248,2,Hymenal ring remnant... what is it and how can you fix it?,Can a hymen be repaired once ruptured to make it look like one is still a virgin?,0,hymenal ring remnant fix,hymen repair ruptured make look like one still virgin,58,81,24,53,Гименальное кольцо... что это и как вы можете его исправить?,"Можно ли починить девушку, когда она разорвана, чтобы она выглядела как девственница?"
249,2,Hymenal ring remnant... what is it and how can you fix it?,Is there a way to repair a hymenal ring remnant?,1,hymenal ring remnant fix,way repair hymenal ring remnant,58,48,24,31,Гименальное кольцо... что это и как вы можете его исправить?,Есть ли способ починить гименальное кольцо?
250,2,"Hysterosalpingography, can you tell me about this?",I have a procedure scheduled to check my tubes. HSG something.. Hysterosalpingography maybe. Can you tell me more about the procedure?,1,hysterosalpingography tell,procedure schedule check tube hsg something hysterosalpingography maybe tell procedure,50,134,26,86,"Гистеросальпингография, можешь рассказать мне об этом?","У меня назначена процедура, чтобы проверить трубки, что-то вроде ГЭГ, может быть, гистеросальпинография."
251,2,"Hysterosalpingography, can you tell me about this?","I have been trying to have kids for 1 year now but nothing is happening. Should I get some tests done? I have heard of HSG, is it any good?",0,hysterosalpingography tell,try kid 1 year nothing happen get test do heard hsg good,50,139,26,56,"Гистеросальпингография, можешь рассказать мне об этом?","Я уже год пытаюсь завести детей, но ничего не происходит."
252,2,I am 24 years and breastfeeding my 9 months daughter Can I make mammogramas as last result 2 years ago was fibro cysts in left breast Should I worry?,Can breast feeding worsen fibrocystic changes in the breast?,0,24 year breastfeed 9 month daughter make mammogramas last result 2 year ago fibro cyst leave breast worry,breast feed worsen fibrocystic change breast,149,60,105,44,"Мне 24 года, и кормить грудью мою 9-месячную дочь можно сделать маммографию, как последний результат 2 года назад, были фибро-кисты в левой груди?",Может ли грудное вскармливание ухудшить фиброцитические изменения в груди?
253,2,I am 24 years and breastfeeding my 9 months daughter Can I make mammogramas as last result 2 years ago was fibro cysts in left breast Should I worry?,"I am breatsfeeding my daughter, is it safe to take a mammogram for  F/u on fibrocystic changes in my left breast?",1,24 year breastfeed 9 month daughter make mammogramas last result 2 year ago fibro cyst leave breast worry,breatsfeeding daughter safe take mammogram f u fibrocystic change leave breast,149,113,105,78,"Мне 24 года, и кормить грудью мою 9-месячную дочь можно сделать маммографию, как последний результат 2 года назад, были фибро-кисты в левой груди?","Я кормлю свою дочь, можно ли сделать маммограмму для Ф/Ю о фиброцитических изменениях в моей левой груди?"
254,2,I am 35 weeks and 6 days pregnant and have been leaking a lot of clear fluid from my breast and also getting bad tightening pains in my belly?,I am almost 36 weeks pregnant and I have noticed a lot of clear fluid from my breast and lower abdominal pains. Am I going into labor?,1,35 week 6 day pregnant leaking lot clear fluid breast get bad tightening pain belly,almost 36 week pregnant notice lot clear fluid breast lower abdominal pain go labor,142,134,83,83,"Я на 35 неделе и 6 днях беременности, и у меня сливается много чистой жидкости из груди, а также у меня боли в животе?","Я почти 36 недель беременна, и я заметила много чистой жидкости из моей груди и боли в животе."
255,2,I am 35 weeks and 6 days pregnant and have been leaking a lot of clear fluid from my breast and also getting bad tightening pains in my belly?,"I am almost 36 weeks pregnant, do I need another Ultrasound?",0,35 week 6 day pregnant leaking lot clear fluid breast get bad tightening pain belly,almost 36 week pregnant need another ultrasound,142,60,83,47,"Я на 35 неделе и 6 днях беременности, и у меня сливается много чистой жидкости из груди, а также у меня боли в животе?","Я почти на 36-й неделе беременности, мне нужен еще один ультразвук?"
256,2,I am 44 and my breast and nipples are tender what could it be?,Can one expect menopause at the age of 44?,0,44 breast nipple tender could,one expect menopause age 44,62,42,29,27,"Мне 44 года, а грудь и соски нежны, что это может быть?",Можно ли ожидать менопаузы в возрасте 44 лет?
257,2,I am 44 and my breast and nipples are tender what could it be?,"I am 44, experiencing some breast and nipple tenderness since a week, haven't had my period in a while, could I be pregnant?",1,44 breast nipple tender could,44 experience breast nipple tenderness since week period could pregnant,62,124,29,71,"Мне 44 года, а грудь и соски нежны, что это может быть?","Мне 44 года, я чувствую нежность груди и соска с недели, у меня давно не было месячных, неужели я беременна?"
258,2,I am noticing little red bumps on the skin near my labia?,"The skin near by labia, seems a bit swollen, does that mean I have an STD?",0,notice little red bump skin near labium,skin near labium seem bit swollen mean std,57,74,39,42,Я заметила маленькие красные удары по коже рядом с моей лабией?,"Кожа рядом с лабией, кажется, немного распухла, это значит, что у меня ЗППП?"
259,2,I am noticing little red bumps on the skin near my labia?,What can cause small red bumps near one's labia?,1,notice little red bump skin near labium,cause small red bump near one labium,57,48,39,36,Я заметила маленькие красные удары по коже рядом с моей лабией?,Что может вызвать небольшие красные удары рядом с лабией?
260,2,"I am on penicillin for about a month now, a week ago I started seeing my period but by the afternoon it stopped. Can penicillin delay periods?",Can Penicillin interfere with my birth control pill?,0,penicillin month week ago start see period afternoon stop penicillin delay period,penicillin interfere birth control pill,142,52,81,39,"Я на пенициллине уже месяц, неделю назад я начал видеть свой период, но к полудню он прекратился.",Может ли Пенициллин помешать моей противозачаточной таблетке?
261,2,"I am on penicillin for about a month now, a week ago I started seeing my period but by the afternoon it stopped. Can penicillin delay periods?",Can penicillin interfere with my period and cause an almost non existant one?,1,penicillin month week ago start see period afternoon stop penicillin delay period,penicillin interfere period cause almost existant one,142,77,81,53,"Я на пенициллине уже месяц, неделю назад я начал видеть свой период, но к полудню он прекратился.",Может ли пенициллин вмешаться в мои месячные и вызвать почти несуществующий?
262,2,I fast 16 hours eat 8. But for 8 hours I eat three meals. So should I keep my meals together so I don't start fasting or can they be spread out  ?,"Is it bad if a diabetic has an erractic meal scheule, say fasting for 16 hours and then eating everything in the rest of the 8 hours? ",0,fast 16 hour eat 8 8 hour eat three meal keep meal together start fast spread,bad diabetic erractic meal scheule say fast 16 hour eat everything rest 8 hour,146,134,77,78,"Я быстро ем 16 часов, но в течение 8 часов я ем три еды, так что мне следует держать свою еду вместе, чтобы я не начал поститься, или они могут быть разложены?","Это плохо, если у диабетика есть аккуратный скульптура, сказать поститься 16 часов, а потом есть все остальное 8 часов?"
263,2,I fast 16 hours eat 8. But for 8 hours I eat three meals. So should I keep my meals together so I don't start fasting or can they be spread out  ?,Is it bad to fast for 16 hours and then eat three meals within 8 hours?,1,fast 16 hour eat 8 8 hour eat three meal keep meal together start fast spread,bad fast 16 hour eat three meal within 8 hour,146,71,77,45,"Я быстро ем 16 часов, но в течение 8 часов я ем три еды, так что мне следует держать свою еду вместе, чтобы я не начал поститься, или они могут быть разложены?","Плохо ли это - побыстрее 16 часов, а потом есть три еды в течение 8 часов?"
264,2,"If global temperatures increase, will malaria spread to other areas?",I am traveling to Asia. Do I need to take malaria prophylaxis?,0,global temperature increase malaria spread area,travel asia need take malaria prophylaxis,68,62,47,41,"Если глобальная температура повысится, распространится ли малярия на другие районы?",Я еду в Азию.
